Reference,Formula,Ag,Al,Au,Co,Cr,Cu,Fe,Ir,Mg,Mn,Mo,Ni,Pd,Pt,Rh,Ru,W,Zn,Form,Dimension,Phase,pH,Synthesis method,MagpieData minimum Number,MagpieData mean MendeleevNumber,MagpieData mean NsValence,MagpieData mean NsUnfilled,MagpieData range MeltingT,MagpieData maximum GSvolume_pa,MagpieData mean Number,MagpieData avg_dev NsValence,MagpieData avg_dev Number,MagpieData minimum Electronegativity,MagpieData maximum MeltingT,MagpieData mode NdValence,MagpieData mode Number,MagpieData maximum Number,MagpieData range Electronegativity,MagpieData range CovalentRadius,onset_potential,tafel_slope
10.1016/j.ijhydene.2024.05.350,Al27Co23Cr12Fe26Ni13,0.0,0.2681864754098361,0.0,0.2320696721311475,0.1159067622950819,0.0,0.2557633196721311,0.0,0.0,0.0,0.0,0.1280737704918032,0.0,0.0,0.0,0.0,0.0,0.0,porous ,3D,"BCC, FCC",Alkaline, microwave sintering ,13.0,60.59656762295081,1.8840932377049184,0.1159067622950819,1246.53,16.48,22.769979508196723,0.2049447694987065,5.240352738259204,1.61,2180.0,0.0,13.0,28.0,0.2999999999999998,18.0,100.0,170.78
10.1016/j.ijhydene.2024.05.350,Al37Co24Cr4Fe19Ni15,0.0,0.372620427081609,0.0,0.2378745240854163,0.0438669094520774,0.0,0.1936765436186062,0.0,0.0,0.0,0.0,0.151961595762291,0.0,0.0,0.0,0.0,0.0,0.0,porous ,3D,"BCC, FCC",Alkaline, microwave sintering ,13.0,63.06935937758649,1.9561330905479224,0.0438669094520774,1246.53,16.48,21.60999834464492,0.0838852074144015,6.41652252070708,1.61,2180.0,0.0,13.0,28.0,0.2999999999999998,18.0,115.6,128.12
10.1016/j.ijhydene.2024.05.350,Al95Co1Cr4,0.0,0.9473986777809716,0.0,0.0083357286576602,0.0442655935613682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,porous ,3D,"BCC, FCC",Alkaline, microwave sintering ,13.0,71.81258982466227,1.955734406438632,0.0442655935613682,1246.53,16.48,13.603621730382294,0.0846123015760558,1.1437408584880944,1.61,2180.0,0.0,13.0,27.0,0.2699999999999998,18.0,57.8,97.89
10.1016/j.jallcom.2024.175356,Co29Cu14Fe29Ni29,0.0,0.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,nanoporous bulk,3D,FCC,Alkaline,solution combustion synthesis,26.0,58.85714285714285,1.8571428571428568,0.1428571428571428,453.23,11.07,27.285714285714285,0.2448979591836734,0.8979591836734693,1.83,1811.0,6.0,26.0,29.0,0.0799999999999998,8.0,71.0,74.0
10.1016/j.jallcom.2024.175356,Cu33Fe33Ni33,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,nanoporous bulk,3D,FCC,Alkaline,solution combustion synthesis,26.0,60.0,1.6666666666666667,0.3333333333333333,453.23,11.07,27.666666666666668,0.4444444444444444,1.1111111111111107,1.83,1811.0,6.0,26.0,29.0,0.0799999999999998,8.0,131.0,120.0
10.1016/j.jallcom.2024.175356,Co33Fe33Ni33,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,nanoporous bulk,3D,FCC,Alkaline,solution combustion synthesis,26.0,58.0,2.0,0.0,83.0,10.73,27.0,0.0,0.6666666666666666,1.83,1811.0,6.0,26.0,28.0,0.0799999999999998,8.0,295.0,125.0
10.1016/j.jallcom.2024.175356,Fe50Ni50,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,nanoporous bulk,3D,FCC,Alkaline,solution combustion synthesis,26.0,58.0,2.0,0.0,83.0,10.73,27.0,0.0,1.0,1.83,1811.0,6.0,26.0,28.0,0.0799999999999998,8.0,357.0,181.0
10.1016/j.jallcom.2024.175356,Co50Cu50,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nanoporous bulk,3D,FCC,Alkaline,solution combustion synthesis,27.0,61.0,1.5,0.5,410.23,11.07,28.0,0.5,1.0,1.88,1768.0,7.0,27.0,29.0,0.02,6.0,408.0,179.0
10.1016/j.jcis.2023.05.074,Co20Fe20Mn20Ni20Ru20,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,ultrasonication-assisted wet chemistry method,25.0,56.4,1.8,0.2,1088.0,13.51,30.0,0.3199999999999999,5.6,1.55,2607.0,5.0,25.0,44.0,0.6500000000000001,22.0,50.0,50.0
10.1016/j.jcis.2023.05.074,Co17Cu17Fe17Mn17Ni17Ru17,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,ultrasonication-assisted wet chemistry method,25.0,57.66666666666666,1.6666666666666667,0.3333333333333333,1249.23,13.51,29.83333333333333,0.4444444444444444,4.722222222222221,1.55,2607.0,5.0,25.0,44.0,0.6500000000000001,22.0,89.0,118.0
10.1016/j.jcis.2023.05.074,Co20Fe20Mn20Mo20Ni20,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,ultrasonication-assisted wet chemistry method,25.0,55.2,1.8,0.2,1377.0,15.69,29.6,0.3199999999999999,4.960000000000001,1.55,2896.0,5.0,25.0,42.0,0.6100000000000001,30.0,218.0,175.0
10.1016/j.jcis.2023.05.074,Co25Fe25Mn25Ni25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,ultrasonication-assisted wet chemistry method,25.0,56.5,2.0,0.0,292.0,10.73,26.5,0.0,1.0,1.55,1811.0,5.0,25.0,28.0,0.3599999999999999,15.0,228.0,158.0
10.1016/j.jallcom.2024.175356,Co33Fe33Ni33,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,ultrasonication-assisted wet chemistry method,26.0,58.0,2.0,0.0,83.0,10.73,27.0,0.0,0.6666666666666666,1.83,1811.0,6.0,26.0,28.0,0.0799999999999998,8.0,273.0,169.0
10.1016/j.jcis.2023.05.074,Co20Cu20Fe20Mn20Ni20,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,ultrasonication-assisted wet chemistry method,25.0,58.0,1.8,0.2,453.23,11.07,27.0,0.3199999999999999,1.2,1.55,1811.0,5.0,25.0,29.0,0.3599999999999999,15.0,290.0,171.0
10.1016/j.jcis.2023.05.074,Co20Cu20Fe20Mn20Ni20,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,ultrasonication-assisted wet chemistry method,25.0,58.0,1.8,0.2,453.23,11.07,27.0,0.3199999999999999,1.2,1.55,1811.0,5.0,25.0,29.0,0.3599999999999999,15.0,292.0,171.0
10.1016/j.jmat.2020.06.001,Al55Co9Cr18Fe9Ni9,0.0,0.5454545454545454,0.0,0.0909090909090909,0.1818181818181818,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0, porous sheet,3D,"FCC,BCC",Acidic,mechanical alloying and spark plasma sintering (SPS) consolidation,13.0,64.54545454545455,1.818181818181818,0.1818181818181818,1246.53,16.48,18.818181818181817,0.2975206611570248,6.347107438016528,1.61,2180.0,0.0,13.0,28.0,0.2999999999999998,18.0,125.0,56.0
10.1016/j.jmat.2020.06.001,Al33Co17Cr17Fe17Ni17,0.0,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,sheet,3D,"FCC,BCC",Acidic,mechanical alloying and spark plasma sintering (SPS) consolidation,13.0,61.5,1.8333333333333333,0.1666666666666666,1246.53,16.48,21.83333333333333,0.2777777777777778,5.888888888888889,1.61,2180.0,0.0,13.0,28.0,0.2999999999999998,18.0,800.0,254.0
10.1016/j.jmst.2023.05.040,Co18Cr14Cu28Fe22Ni18,0.0,0.0,0.0,0.18,0.14,0.28,0.22,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,foam-like hierarchical structure,3D,"FCC,BCC",Alkaline,simple electrodeposition process as cathodes under a constant current density,24.0,58.3,1.5800000000000003,0.42,822.23,11.19,27.1,0.4871999999999999,1.388,1.66,2180.0,10.0,29.0,29.0,0.25,15.0,84.0,62.0
10.1016/j.nanoen.2023.108380,Al10Co33Cr11Fe12Ni32W2,0.0,0.1,0.0,0.33,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.02,0.0,porous ,3D,"FCC,BCC",Alkaline,arc melting,13.0,58.97,1.89,0.11,2761.53,16.48,26.41,0.1958,3.3106,1.61,3695.0,7.0,27.0,74.0,0.7499999999999998,41.0,246.0,89.9
10.1016/S1872-2067(22)64166-4,Ir32Mo8Pd25Rh30W5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.0,0.075,0.0,0.254,0.0,0.297,0.0,0.053,0.0,nanosheet,2D,"FCC, Amorphous",Acidic, low-temperature oil phase approach ,42.0,58.98400000000001,1.12,0.372,1866.95,16.05,56.838,0.6582399999999999,14.763176,2.16,3695.0,7.0,77.0,77.0,0.1999999999999997,23.0,15.0,35.0
10.1016/S1872-2067(24)60067-7,Cu28Pd26Pt18Rh14Ru14,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.18,0.14,0.14,0.0,0.0,Nanoparticle,0D,FCC,Alkaline, solvothermal method,29.0,61.48,0.74,0.74,1249.23,15.02,46.58,0.3848,11.3112,1.9,2607.0,10.0,29.0,78.0,0.3799999999999999,14.0,23.3,124.0
10.1021/acs.jpcc.1c03646,Co26Cr24Fe25Ni25,0.0,0.0,0.0,0.265,0.237,0.0,0.25,0.0,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,bulk,3D,FCC,Acidic,arc-melting,24.0,55.861,1.763,0.237,452.0,11.19,26.287,0.3616619999999999,1.227538,1.66,2180.0,7.0,27.0,28.0,0.25,15.0,485.0,38.0
10.1021/acs.langmuir.2c03367,Ir27Pd18Pt21Rh20Ru15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2673267326732673,0.0,0.0,0.0,0.0,0.1782178217821782,0.2079207920792079,0.198019801980198,0.1485148514851485,0.0,0.0, thin film,2D,FCC,Acidic,atomic layer deposition (ALD),44.0,60.18811881188119,1.0891089108910892,0.5544554455445545,910.95,15.02,60.445544554455445,0.4870110773453583,16.150769532398783,2.2,2739.0,7.0,77.0,78.0,0.0799999999999996,10.0,58.0,42.0
10.1021/acsaem.3c03227,Co25Cu25Fe25Ni25,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,flakes,3D,FCC,Alkaline, mechanical alloying ,26.0,59.5,1.75,0.25,453.23,11.07,27.5,0.375,1.0,1.83,1811.0,6.0,26.0,29.0,0.0799999999999998,8.0,605.0,173.0
10.1016/j.jcis.2023.05.074,Co20Cu20Fe20Mn20Ni20,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,flakes,3D,FCC,Alkaline, mechanical alloying ,25.0,58.0,1.8,0.2,453.23,11.07,27.0,0.3199999999999999,1.2,1.55,1811.0,5.0,25.0,29.0,0.3599999999999999,15.0,445.0,140.0
10.1021/acsaem.3c03227,Co20Cu20Fe20Mo20Ni20,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,flakes,3D,"FCC,BCC",Alkaline, mechanical alloying ,26.0,57.6,1.6,0.4,1538.23,15.69,30.4,0.48,4.639999999999999,1.83,2896.0,5.0,26.0,42.0,0.33,30.0,286.0,125.0
10.1021/acsaem.3c03227,Co18Cu18Fe18Mn18Mo9Ni18,0.0,0.0,0.0,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,0.1818181818181818,0.0909090909090909,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,flakes,3D,"FCC,BCC",Alkaline, mechanical alloying ,25.0,57.27272727272727,1.7272727272727273,0.2727272727272727,1538.23,15.69,28.363636363636363,0.396694214876033,2.7107438016528924,1.55,2896.0,5.0,25.0,42.0,0.6100000000000001,30.0,275.0,136.0
10.1021/acsaem.3c03227,Co17Cu17Fe17Mn17Mo17Ni17,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,flakes,3D,"FCC,BCC",Alkaline, mechanical alloying ,25.0,56.66666666666666,1.6666666666666667,0.3333333333333333,1538.23,15.69,29.5,0.4444444444444444,4.166666666666667,1.55,2896.0,5.0,25.0,42.0,0.6100000000000001,30.0,315.0,139.0
10.1021/acsaem.3c03227,Co15Cu15Fe15Mn15Mo23Ni15,0.0,0.0,0.0,0.1538461538461538,0.0,0.1538461538461538,0.1538461538461538,0.0,0.0,0.1538461538461538,0.2307692307692307,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0,flakes,3D,"FCC,BCC",Alkaline, mechanical alloying ,25.0,56.15384615384615,1.6153846153846154,0.3846153846153846,1538.23,15.69,30.46153846153846,0.4733727810650887,5.325443786982248,1.55,2896.0,5.0,42.0,42.0,0.6100000000000001,30.0,385.0,147.0
10.1021/acsanm.2c02003,Co22Fe17Mg13Ni30Pt18,0.0,0.0,0.0,0.225,0.0,0.0,0.1669999999999999,0.0,0.128,0.0,0.0,0.305,0.0,0.175,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Acidic,shear-assisted liquid metal surface reduction strategy,12.0,60.569,1.825,0.175,1118.4,22.89,34.143,0.28875,15.34995,1.31,2041.4,8.0,28.0,78.0,0.9699999999999998,17.0,14.4,43.0
10.1021/acsanm.2c02003,Co22Fe17Ni30Pt18W13,0.0,0.0,0.0,0.225,0.0,0.0,0.1669999999999999,0.0,0.0,0.0,0.0,0.305,0.0,0.175,0.0,0.0,0.128,0.0,Nanoparticle,0D,FCC,Acidic,shear-assisted liquid metal surface reduction strategy,26.0,58.393,1.825,0.175,1967.0,16.05,42.07899999999999,0.28875,20.744126,1.83,3695.0,8.0,28.0,78.0,0.5299999999999998,38.0,16.2,46.0
10.1021/acsanm.2c02003,Co22Cr13Fe17Ni30Pt18,0.0,0.0,0.0,0.225,0.128,0.0,0.1669999999999999,0.0,0.0,0.0,0.0,0.305,0.0,0.175,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Acidic,shear-assisted liquid metal surface reduction strategy,24.0,58.137,1.697,0.303,452.0,15.02,35.678999999999995,0.4223819999999999,14.812349999999997,1.66,2180.0,8.0,28.0,78.0,0.6199999999999999,15.0,20.1,59.0
10.1021/acsnano.3c07703,Co13Ir23Ni37Pt10Ru17,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.233,0.0,0.0,0.0,0.367,0.0,0.1,0.0,0.1669999999999999,0.0,0.0,Nanoparticle,0D,FCC,Acidic,high-temperature liquid shock ,27.0,59.733,1.733,0.267,1011.0,15.02,46.956,0.391422,20.209304000000003,1.88,2739.0,8.0,28.0,78.0,0.3999999999999999,22.0,18.0,34.2
10.1021/acsnano.3c09482,Co2Cu48Mo10Ni37W3,0.0,0.0,0.0,0.02,0.0,0.48,0.0,0.0,0.0,0.0,0.1,0.37,0.0,0.0,0.0,0.0,0.03,0.0,Nanoparticle,0D,FCC,Alkaline,solvothermal then annealed in  tube furnace  ,27.0,60.98,1.42,0.58,2337.23,16.05,31.24,0.4871999999999999,4.717599999999999,1.88,3695.0,10.0,29.0,74.0,0.48,38.0,22.0,86.3
10.1021/acssuschemeng.2c06888,Co20Fe11Mo19Ni38W12,0.0,0.0,0.0,0.197019701970197,0.0,0.0,0.1118111811181118,0.0,0.0,0.0,0.1887188718871887,0.3824382438243824,0.0,0.0,0.0,0.0,0.12001200120012,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Acidic,mechanical alloying (MA),26.0,56.462046204620464,1.8112811281128112,0.1887188718871887,1967.0,16.05,35.741974197419744,0.3062081185616311,11.544859616474698,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,81.0,31.0
10.1021/acssuschemeng.2c06888,Co16Fe13Mo28Ni34W10,0.0,0.0,0.0,0.1585158515851585,0.0,0.0,0.1274127412741274,0.0,0.0,0.0,0.2802280228022802,0.337033703370337,0.0,0.0,0.0,0.0,0.0968096809680967,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Acidic,mechanical alloying (MA),26.0,55.70937093709372,1.71977197719772,0.2802280228022802,1967.0,16.05,35.96309630963096,0.4034005560772097,10.74810019255751,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,214.0,52.0
10.1021/acssuschemeng.2c06888,Co36Fe12Mo9Ni30W13,0.0,0.0,0.0,0.356,0.0,0.0,0.1244,0.0,0.0,0.0,0.0911999999999999,0.2996999999999999,0.0,0.0,0.0,0.0,0.1286999999999999,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Acidic,mechanical alloying (MA),26.0,56.8954,1.9088,0.0911999999999999,1967.0,16.05,34.592200000000005,0.1657651199999999,11.494750440000002,1.83,3695.0,7.0,27.0,74.0,0.5299999999999998,38.0,232.0,80.0
10.1021/acssuschemeng.2c06888,Co25Fe19Mo18Ni24W14,0.0,0.0,0.0,0.2465246524652465,0.0,0.0,0.1869186918691869,0.0,0.0,0.0,0.1841184118411841,0.2404240424042404,0.0,0.0,0.0,0.0,0.142014201420142,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Acidic,mechanical alloying (MA),26.0,55.6934693469347,1.815881588158816,0.1841184118411841,1967.0,16.05,36.48994899489949,0.3004376445245284,12.682923557882342,1.83,3695.0,7.0,27.0,74.0,0.5299999999999998,38.0,308.0,47.0
10.1021/acssuschemeng.2c06888,Co20Fe11Mo19Ni38W12,0.0,0.0,0.0,0.197019701970197,0.0,0.0,0.1118111811181118,0.0,0.0,0.0,0.1887188718871887,0.3824382438243824,0.0,0.0,0.0,0.0,0.12001200120012,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Alkaline,mechanical alloying (MA),26.0,56.462046204620464,1.8112811281128112,0.1887188718871887,1967.0,16.05,35.741974197419744,0.3062081185616311,11.544859616474698,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,35.0,31.0
10.1021/acssuschemeng.2c06888,Co16Fe13Mo28Ni34W10,0.0,0.0,0.0,0.1585158515851585,0.0,0.0,0.1274127412741274,0.0,0.0,0.0,0.2802280228022802,0.337033703370337,0.0,0.0,0.0,0.0,0.0968096809680967,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Alkaline,mechanical alloying (MA),26.0,55.70937093709372,1.71977197719772,0.2802280228022802,1967.0,16.05,35.96309630963096,0.4034005560772097,10.74810019255751,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,181.0,65.0
10.1021/acssuschemeng.2c06888,Co36Fe12Mo9Ni30W13,0.0,0.0,0.0,0.356,0.0,0.0,0.1244,0.0,0.0,0.0,0.0911999999999999,0.2996999999999999,0.0,0.0,0.0,0.0,0.1286999999999999,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Alkaline,mechanical alloying (MA),26.0,56.8954,1.9088,0.0911999999999999,1967.0,16.05,34.592200000000005,0.1657651199999999,11.494750440000002,1.83,3695.0,7.0,27.0,74.0,0.5299999999999998,38.0,250.0,65.0
10.1021/acssuschemeng.2c06888,Co25Fe19Mo18Ni24W14,0.0,0.0,0.0,0.2465246524652465,0.0,0.0,0.1869186918691869,0.0,0.0,0.0,0.1841184118411841,0.2404240424042404,0.0,0.0,0.0,0.0,0.142014201420142,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Alkaline,mechanical alloying (MA),26.0,55.6934693469347,1.815881588158816,0.1841184118411841,1967.0,16.05,36.48994899489949,0.3004376445245284,12.682923557882342,1.83,3695.0,7.0,27.0,74.0,0.5299999999999998,38.0,269.0,72.0
10.1021/jacs.1c07643,Co26Fe25Ni27Pt15Rh8,0.0,0.0,0.0,0.256,0.0,0.0,0.251,0.0,0.0,0.0,0.0,0.266,0.0,0.149,0.078,0.0,0.0,0.0,Nanoparticle,0D,FCC,Acidic,under argon-filled conditions annealing,26.0,58.868,1.773,0.2269999999999999,509.0,15.02,36.017999999999994,0.3509419999999998,13.911827999999996,1.83,2237.0,8.0,28.0,78.0,0.4499999999999997,18.0,27.0,30.1
10.1038/s41467-020-15934-1,Co17Fe18Ir21Pd21Pt22,0.0,0.0,0.0,0.1717171717171717,0.0,0.0,0.1818181818181818,0.2121212121212121,0.0,0.0,0.0,0.0,0.2121212121212121,0.2222222222222222,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,Fast moving bed pyrolysis,26.0,59.83838383838384,1.3535353535353536,0.2222222222222222,971.0,15.02,52.78787878787879,0.7313539434751557,21.47719620446893,1.83,2739.0,9.0,78.0,78.0,0.4499999999999997,15.0,42.0,82.0
10.1038/s41467-020-15934-1,Co17Fe18Ir21Pd21Pt22,0.0,0.0,0.0,0.1717171717171717,0.0,0.0,0.1818181818181818,0.2121212121212121,0.0,0.0,0.0,0.0,0.2121212121212121,0.2222222222222222,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,Fast moving bed pyrolysis,26.0,59.83838383838384,1.3535353535353536,0.2222222222222222,971.0,15.02,52.78787878787879,0.7313539434751557,21.47719620446893,1.83,2739.0,9.0,78.0,78.0,0.4499999999999997,15.0,42.0,82.0
10.1038/s41467-020-19277-9,Co14Cu27Fe15Ni26Pt18,0.0,0.0,0.0,0.14,0.0,0.27,0.15,0.0,0.0,0.0,0.0,0.26,0.0,0.18,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline,one-pot polyol process,26.0,60.85,1.55,0.45,683.6300000000001,15.02,36.83,0.495,14.8212,1.83,2041.4,10.0,29.0,78.0,0.4499999999999997,12.0,11.0,30.0
10.1038/s41467-022-30379-4,Co22Fe23Mn14Ni22Ru19,0.0,0.0,0.0,0.22,0.0,0.0,0.23,0.0,0.0,0.14,0.0,0.22,0.0,0.0,0.0,0.19,0.0,0.0,Nanoparticle,0D,FCC,Alkaline, electrospinning technology and graphitization process.,25.0,56.75,1.81,0.19,1088.0,13.51,29.94,0.3077999999999999,5.3428,1.55,2607.0,6.0,26.0,44.0,0.6500000000000001,22.0,5.0,67.4
10.1038/s41467-022-30379-4,Co25Fe25Ni25Ru25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,Nanoparticle,0D,FCC,Alkaline, electrospinning technology and graphitization process.,26.0,57.5,1.75,0.25,879.0,13.51,31.25,0.375,6.375,1.83,2607.0,6.0,26.0,44.0,0.3700000000000001,22.0,8.0,120.9
10.1016/j.jallcom.2024.175356,Co33Fe33Ni33,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline, electrospinning technology and graphitization process.,26.0,58.0,2.0,0.0,83.0,10.73,27.0,0.0,0.6666666666666666,1.83,1811.0,6.0,26.0,28.0,0.0799999999999998,8.0,149.0,180.9
10.1016/j.jcis.2023.05.074,Co25Fe25Mn25Ni25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Alkaline, electrospinning technology and graphitization process.,25.0,56.5,2.0,0.0,292.0,10.73,26.5,0.0,1.0,1.55,1811.0,5.0,25.0,28.0,0.3599999999999999,15.0,162.0,162.3
10.1038/s41467-023-44261-4,Co22Cu19Fe20Ni20Pt19,0.0,0.0,0.0,0.223,0.0,0.188,0.1989999999999999,0.0,0.0,0.0,0.0,0.2019999999999999,0.0,0.188,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Acidic,solvothermal reaction,26.0,60.077,1.624,0.376,683.6300000000001,15.02,36.967,0.469248,15.428408,1.83,2041.4,7.0,27.0,78.0,0.4499999999999997,12.0,10.8,28.1
10.1038/s41467-023-44261-4,Co20Cu20Fe20Ni20Pt20,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,Nanoparticle,0D,FCC,Acidic,solvothermal reaction,26.0,60.2,1.6,0.4,683.6300000000001,15.02,37.6,0.48,16.160000000000004,1.83,2041.4,6.0,26.0,78.0,0.4499999999999997,12.0,15.3,35.3
10.1039/C9TA00505F,Al17Au17Cu17Ni17Pd17Pt16,0.0,0.1672,0.1655,0.0,0.0,0.1689999999999999,0.0,0.0,0.0,0.0,0.0,0.1694,0.1657999999999999,0.1631,0.0,0.0,0.0,0.0,nanoporous structure,3D,FCC,Alkaline,"induction-melting furnace under Ar protection, followed by spinning to prepare the alloy ribbons",13.0,64.83290000000001,1.1708,0.4976,1107.93,16.7,45.24090000000001,0.5582174400000001,22.111998080000006,1.61,2041.4,8.0,28.0,79.0,0.93,18.0,72.8,47.0
10.1039/C9TA00505F,Al17Au17Cu17Ni17Pd17Pt16,0.0,0.1672,0.1655,0.0,0.0,0.1689999999999999,0.0,0.0,0.0,0.0,0.0,0.1694,0.1657999999999999,0.1631,0.0,0.0,0.0,0.0,nanoporous structure,3D,FCC,Acidic,"induction-melting furnace under Ar protection, followed by spinning to prepare the alloy ribbons",13.0,64.83290000000001,1.1708,0.4976,1107.93,16.7,45.24090000000001,0.5582174400000001,22.111998080000006,1.61,2041.4,8.0,28.0,79.0,0.93,18.0,15.8,28.0
10.1039/d0ta10574k,Co20Cu17Fe21Ni22Pd19,0.0,0.0,0.0,0.202020202020202,0.0,0.1717171717171717,0.2121212121212121,0.0,0.0,0.0,0.0,0.2222222222222222,0.1919191919191919,0.0,0.0,0.0,0.0,0.0,Nanoparticle,0D,BCC,Alkaline, low-temperature oil phase strategy,26.0,59.82828282828283,1.4444444444444444,0.1717171717171717,470.28,14.41,31.0,0.7070707070707071,5.757575757575758,1.83,1828.05,8.0,28.0,46.0,0.3700000000000001,15.0,18.0,39.0
